GPU,M,N,K,Iterations,Performance,Performance_Unit,Efficiency,Time,Interval,Samples,Min_Power,Max_Power,Avg_Power
6,2048,4096,75776,1828,737.364333,TOPS,1.164045,1752177845115,3.250000,29,247.00,663.00,633.45
4,2048,4096,77824,1719,739.269829,TOPS,1.123869,1752177845555,3.146000,28,303.00,687.00,657.79
2,2048,4096,79872,1610,740.275826,TOPS,1.208436,1752177845779,2.995000,27,153.00,650.00,612.59
0,2048,4096,81920,1500,739.537694,TOPS,1.164626,1752177876828,2.875000,25,253.00,668.00,635.00
2,2048,4096,83968,1485,741.288928,TOPS,1.184621,1752177877243,2.897000,25,331.00,652.00,625.76
7,2048,4096,86016,1470,741.493692,TOPS,1.097403,1752177877435,2.944000,25,402.00,703.00,675.68
5,2048,4096,88064,1455,741.868284,TOPS,1.151826,1752177878011,2.987000,26,380.00,667.00,644.08
1,2048,4096,90112,1440,742.275204,TOPS,1.134456,1752177878257,3.009000,27,336.00,680.00,654.30
3,2048,4096,92160,1425,741.806360,TOPS,1.139557,1752177878247,3.054000,26,388.00,675.00,650.96
4,2048,4096,94208,1410,742.748197,TOPS,1.131065,1752177878574,3.082000,28,189.00,694.00,656.68
2,2048,4096,96256,1395,743.774390,TOPS,1.183619,1752177911495,3.102000,28,298.00,654.00,628.39
5,2048,4096,98304,1380,743.541185,TOPS,1.150743,1752177911955,3.145000,28,353.00,670.00,646.14
3,2048,4096,100352,1365,743.295724,TOPS,1.140391,1752177912405,3.174000,28,349.00,677.00,651.79
7,2048,4096,102400,1350,744.152480,TOPS,1.105609,1752177912563,3.200000,28,283.00,707.00,673.07
0,2048,4096,104448,1335,744.594617,TOPS,1.151945,1752177912811,3.214000,29,240.00,678.00,646.38
4,2048,4096,106496,1320,744.521626,TOPS,1.129946,1752177912945,3.252000,29,176.00,695.00,658.90
1,2048,4096,108544,1305,744.829973,TOPS,1.137509,1752177913512,3.265000,29,277.00,684.00,654.79
1,2048,4096,110592,1290,744.298882,TOPS,1.142053,1752177948610,3.299000,29,259.00,682.00,651.72
2,2048,4096,112640,1275,745.853317,TOPS,1.171399,1752177948728,3.306000,29,375.00,658.00,636.72
6,2048,4096,114688,1260,745.754161,TOPS,1.142410,1752177949161,3.333000,29,391.00,673.00,652.79
5,2048,4096,116736,1245,745.802966,TOPS,1.143922,1752177949583,3.350000,30,361.00,674.00,651.97
0,2048,4096,118784,1230,745.654290,TOPS,1.132627,1752177949616,3.361000,29,386.00,680.00,658.34
3,2048,4096,120832,1215,745.334990,TOPS,1.134452,1752177949980,3.386000,30,354.00,681.00,657.00
7,2048,4096,122880,1200,745.935817,TOPS,1.088115,1752177951418,3.397000,30,398.00,710.00,685.53
1,2048,4096,124928,1185,746.872051,TOPS,1.128256,1752177988675,3.400000,30,334.00,686.00,661.97
6,2048,4096,126976,1170,746.989515,TOPS,1.139519,1752177989232,3.417000,30,391.00,676.00,655.53
7,2048,4096,129024,1155,747.023353,TOPS,1.090019,1752177989304,3.428000,30,379.00,712.00,685.33
4,2048,4096,131072,1140,746.964241,TOPS,1.107598,1752177989660,3.435000,30,326.00,700.00,674.40
0,2048,5120,6144,11334,671.734858,TOPS,1.185470,1752177972709,2.446000,22,356.00,595.00,566.64
3,2048,5120,8192,10000,724.536622,TOPS,1.297708,1752177973132,2.802000,25,236.00,594.00,558.32
2,2048,5120,10240,7682,776.402958,TOPS,1.320300,1752177973358,2.396000,21,251.00,624.00,588.05
6,2048,5120,12288,7046,801.649788,TOPS,1.288908,1752178011738,2.539000,23,241.00,659.00,621.96
4,2048,5120,14336,6410,819.738605,TOPS,1.225795,1752178012223,2.596000,23,336.00,701.00,668.74
5,2048,5120,16384,5773,826.918255,TOPS,1.302664,1752178012624,2.639000,24,135.00,682.00,634.79
3,2048,5120,18432,5137,842.419975,TOPS,1.261032,1752178012973,2.579000,23,331.00,703.00,668.04
1,2048,5120,20480,4500,853.652889,TOPS,1.245299,1752178013207,2.435000,22,321.00,723.00,685.50
7,2048,5120,22528,4364,854.987069,TOPS,1.189629,1752178013530,2.597000,23,417.00,749.00,718.70
2,2048,5120,24576,4228,868.094453,TOPS,1.312887,1752178013833,2.669000,24,190.00,706.00,661.21
7,2048,5120,26624,4091,873.823417,TOPS,1.186792,1752178037401,2.786000,24,411.00,766.00,736.29
2,2048,5120,28672,3955,878.950051,TOPS,1.311043,1752178037699,2.854000,26,138.00,716.00,670.42
5,2048,5120,30720,3819,883.933953,TOPS,1.241340,1752178038156,2.952000,26,411.00,741.00,712.08
1,2048,5120,32768,3682,887.404828,TOPS,1.241837,1752178038365,2.987000,27,159.00,760.00,714.59
0,2048,5120,34816,3546,891.333012,TOPS,1.249993,1752178038593,3.032000,28,135.00,758.00,713.07
6,2048,5120,36864,3410,893.770594,TOPS,1.251096,1752178039123,3.093000,28,235.00,752.00,714.39
3,2048,5120,38912,3273,894.279233,TOPS,1.245705,1752178039517,3.134000,28,165.00,761.00,717.89
4,2048,5120,40960,3137,898.018894,TOPS,1.184830,1752178065833,3.141000,28,380.00,788.00,757.93
7,2048,5120,43008,3000,899.137069,TOPS,1.179691,1752178066182,3.162000,28,368.00,798.00,762.18
1,2048,5120,45056,2864,904.150730,TOPS,1.210311,1752178066675,3.098000,28,335.00,780.00,747.04
2,2048,5120,47104,2728,904.827114,TOPS,1.295849,1752178067054,3.102000,28,138.00,744.00,698.25
0,2048,5120,49152,2591,906.324325,TOPS,1.216657,1752178067534,3.067000,27,432.00,772.00,744.93
5,2048,5120,51200,2455,906.306477,TOPS,1.259441,1752178067986,3.025000,28,148.00,764.00,719.61
6,2048,5120,53248,2319,907.286581,TOPS,1.237974,1752178067904,2.972000,26,363.00,766.00,732.88
1,2048,5120,55296,2182,911.403189,TOPS,1.206134,1752178096470,2.872000,25,413.00,786.00,755.64
5,2048,5120,57344,2046,913.415470,TOPS,1.251665,1752178096962,2.788000,25,227.00,774.00,729.76
4,2048,5120,59392,1910,910.728529,TOPS,1.183917,1752178097300,2.711000,24,423.00,800.00,769.25
6,2048,5120,61440,1773,915.154875,TOPS,1.264253,1752178097546,2.585000,23,205.00,775.00,723.87
3,2048,5120,63488,1637,914.830662,TOPS,1.216384,1752178097942,2.468000,22,423.00,785.00,752.09
7,2048,5120,65536,1500,908.048715,TOPS,1.197353,1752178098255,2.350000,21,323.00,800.00,758.38
0,2048,5120,67584,1482,918.094370,TOPS,1.244671,1752178098584,2.359000,21,267.00,786.00,737.62
4,2048,5120,69632,1463,912.685132,TOPS,1.200080,1752178128777,2.425000,21,364.00,800.00,760.52
0,2048,5120,71680,1444,919.616655,TOPS,1.255998,1752178128993,2.432000,22,173.00,788.00,732.18
5,2048,5120,73728,1425,920.542158,TOPS,1.240856,1752178129497,2.471000,22,346.00,782.00,741.86
6,2048,5120,75776,1407,920.834569,TOPS,1.262247,1752178130261,2.504000,23,197.00,782.00,729.52
1,2048,5120,77824,1388,921.502825,TOPS,1.223986,1752178130007,2.532000,23,308.00,795.00,752.87
7,2048,5120,79872,1369,911.199801,TOPS,1.187339,1752178130635,2.596000,23,373.00,800.00,767.43
3,2048,5120,81920,1350,922.494485,TOPS,1.218892,1752178131193,2.602000,23,384.00,797.00,756.83
5,2048,5120,83968,1332,924.190696,TOPS,1.251731,1752178163938,2.613000,24,207.00,787.00,738.33
6,2048,5120,86016,1313,924.982478,TOPS,1.253958,1752178164157,2.633000,23,229.00,786.00,737.65
1,2048,5120,88064,1294,923.583868,TOPS,1.217324,1752178164808,2.657000,23,327.00,800.00,758.70
3,2048,5120,90112,1275,923.774401,TOPS,1.207279,1752178165014,2.685000,23,427.00,799.00,765.17
4,2048,5120,92160,1257,916.338303,TOPS,1.196654,1752178165355,2.725000,24,350.00,800.00,765.75
2,2048,5120,94208,1238,927.443745,TOPS,1.257687,1752178165621,2.705000,24,396.00,770.00,737.42
0,2048,5120,96256,1219,926.189386,TOPS,1.209787,1752178166064,2.727000,24,424.00,796.00,765.58
6,2048,5120,98304,1200,927.212421,TOPS,1.257544,1752178201309,2.743000,25,158.00,788.00,737.32
5,2048,5120,100352,1182,928.991359,TOPS,1.241369,1752178201436,2.751000,25,264.00,792.00,748.36
0,2048,5120,102400,1163,927.402608,TOPS,1.233116,1752178202353,2.771000,25,249.00,797.00,752.08
7,2048,5120,104448,1144,913.910621,TOPS,1.202640,1752178202302,2.816000,25,235.00,800.00,759.92
4,2048,5120,106496,1125,917.611086,TOPS,1.197738,1752178202567,2.813000,25,331.00,800.00,766.12
3,2048,5120,108544,1107,926.643474,TOPS,1.228644,1752178202984,2.794000,25,211.00,800.00,754.20
2,2048,5120,110592,1088,929.013199,TOPS,1.259388,1752178203276,2.790000,24,384.00,772.00,737.67
3,2048,5120,112640,1069,926.587883,TOPS,1.206054,1752178240593,2.799000,25,383.00,800.00,768.28
1,2048,5120,114688,1050,927.045653,TOPS,1.212839,1752178241302,2.795000,25,349.00,800.00,764.36
6,2048,5120,116736,1032,930.564073,TOPS,1.230644,1752178241571,2.787000,25,344.00,793.00,756.16
5,2048,5120,118784,1013,929.887838,TOPS,1.218661,1752178241770,2.786000,25,409.00,795.00,763.04
2,2048,5120,120832,994,930.697482,TOPS,1.254309,1752178242393,2.773000,25,386.00,774.00,742.00
7,2048,5120,122880,975,913.691964,TOPS,1.184459,1752178242537,2.823000,25,379.00,800.00,771.40
0,2048,5120,124928,957,928.524280,TOPS,1.229507,1752178242787,2.766000,25,224.00,800.00,755.20
0,2048,5120,126976,938,929.587734,TOPS,1.206661,1752178282442,2.764000,24,448.00,800.00,770.38
6,2048,5120,129024,919,932.510290,TOPS,1.251758,1752178282887,2.736000,25,164.00,796.00,744.96
4,2048,5120,131072,900,920.459056,TOPS,1.191717,1752178283265,2.756000,24,418.00,800.00,772.38
5,2048,6144,6144,10534,577.425178,TOPS,1.174368,1752178263614,3.237000,29,173.00,524.00,491.69
1,2048,6144,8192,7810,620.695380,TOPS,1.163178,1752178263954,2.894000,26,208.00,565.00,533.62
2,2048,6144,10240,7046,637.770960,TOPS,1.212077,1752178264287,3.151000,28,219.00,553.00,526.18
7,2048,6144,12288,6282,658.687735,TOPS,1.119741,1752178264780,3.217000,28,326.00,612.00,588.25
2,2048,6144,14336,5519,673.056681,TOPS,1.215583,1752178305680,3.173000,29,149.00,585.00,553.69
3,2048,6144,16384,4755,681.629067,TOPS,1.169034,1752178305905,3.067000,27,281.00,609.00,583.07
4,2048,6144,18432,4391,687.880941,TOPS,1.139611,1752178306421,3.138000,28,173.00,638.00,603.61
1,2048,6144,20480,4228,694.074968,TOPS,1.143394,1752178306803,3.332000,30,328.00,629.00,607.03
0,2048,6144,22528,4064,701.780001,TOPS,1.155783,1752178307082,3.450000,31,253.00,632.00,607.19
5,2048,6144,24576,3900,704.962512,TOPS,1.163842,1752178307643,3.600000,32,277.00,629.00,605.72
6,2048,6144,26624,3737,710.041533,TOPS,1.161527,1752178307862,3.690000,33,250.00,636.00,611.30
4,2048,6144,28672,3573,712.693199,TOPS,1.118880,1752178333509,3.771000,34,245.00,662.00,636.97
7,2048,6144,30720,3410,716.329275,TOPS,1.124588,1752178333725,3.842000,34,135.00,672.00,636.97
1,2048,6144,32768,3246,718.633699,TOPS,1.126491,1752178334369,3.858000,34,347.00,657.00,637.94
2,2048,6144,34816,3082,721.140145,TOPS,1.187981,1752178334363,3.866000,35,213.00,632.00,607.03
5,2048,6144,36864,2919,722.040482,TOPS,1.150552,1752178335131,3.886000,34,326.00,648.00,627.56
3,2048,6144,38912,2755,723.910314,TOPS,1.145210,1752178335557,3.860000,34,358.00,652.00,632.12
0,2048,6144,40960,2591,724.351774,TOPS,1.139562,1752178335902,3.821000,33,376.00,652.00,635.64
5,2048,6144,43008,2428,728.094039,TOPS,1.144909,1752178364230,3.722000,33,355.00,655.00,635.94
2,2048,6144,45056,2264,727.890664,TOPS,1.198213,1752178364811,3.646000,33,173.00,637.00,607.48
4,2048,6144,47104,2100,730.712830,TOPS,1.102579,1752178365131,3.509000,30,386.00,683.00,662.73
3,2048,6144,49152,1937,730.524586,TOPS,1.160723,1752178365575,3.389000,30,245.00,659.00,629.37
7,2048,6144,51200,1773,732.210875,TOPS,1.119879,1752178365785,3.215000,29,169.00,691.00,653.83
1,2048,6144,53248,1610,731.698055,TOPS,1.136512,1752178366194,3.031000,27,311.00,671.00,643.81
0,2048,6144,55296,1493,734.048243,TOPS,1.174402,1752178366592,2.908000,26,145.00,665.00,625.04
0,2048,6144,57344,1470,735.411326,TOPS,1.143310,1752178396580,2.960000,26,350.00,668.00,643.23
5,2048,6144,59392,1448,734.486477,TOPS,1.175103,1752178397200,3.032000,27,179.00,662.00,625.04
6,2048,6144,61440,1425,736.640076,TOPS,1.171333,1752178397531,3.073000,28,199.00,663.00,628.89
7,2048,6144,63488,1403,737.708023,TOPS,1.095237,1752178397935,3.118000,27,367.00,701.00,673.56
4,2048,6144,65536,1380,737.985886,TOPS,1.133375,1752178398379,3.169000,28,135.00,692.00,651.14
1,2048,6144,67584,1358,737.185485,TOPS,1.134323,1752178398652,3.218000,28,317.00,676.00,649.89
2,2048,6144,69632,1335,739.331956,TOPS,1.170551,1752178399074,3.240000,28,380.00,652.00,631.61
5,2048,6144,71680,1313,740.174865,TOPS,1.168943,1752178432091,3.279000,30,144.00,669.00,633.20
7,2048,6144,73728,1290,739.649240,TOPS,1.090702,1752178432613,3.322000,29,389.00,703.00,678.14
4,2048,6144,75776,1268,740.832000,TOPS,1.122642,1752178432822,3.346000,30,173.00,696.00,659.90
3,2048,6144,77824,1245,740.990464,TOPS,1.156659,1752178433245,3.373000,30,203.00,675.00,640.63
1,2048,6144,79872,1223,741.437926,TOPS,1.124805,1752178433780,3.394000,30,353.00,682.00,659.17
0,2048,6144,81920,1200,742.187782,TOPS,1.137748,1752178433939,3.408000,30,334.00,676.00,652.33
6,2048,6144,83968,1178,741.970391,TOPS,1.153202,1752178434486,3.438000,30,299.00,670.00,643.40
5,2048,6144,86016,1155,743.510625,TOPS,1.145978,1752178470256,3.444000,30,355.00,670.00,648.80
6,2048,6144,88064,1133,742.782232,TOPS,1.145208,1752178470708,3.462000,30,367.00,671.00,648.60
4,2048,6144,90112,1110,744.104420,TOPS,1.124245,1752178471147,3.460000,31,135.00,700.00,661.87
7,2048,6144,92160,1088,743.653645,TOPS,1.094493,1752178471560,3.474000,31,323.00,707.00,679.45
0,2048,6144,94208,1065,744.611764,TOPS,1.136690,1752178471869,3.462000,30,330.00,680.00,655.07
3,2048,6144,96256,1043,744.446983,TOPS,1.147244,1752178472347,3.473000,31,250.00,679.00,648.90
2,2048,6144,98304,1020,744.959830,TOPS,1.178249,1752178472680,3.461000,31,273.00,659.00,632.26
0,2048,6144,100352,998,745.663458,TOPS,1.129279,1752178511144,3.450000,30,393.00,680.00,660.30
7,2048,6144,102400,975,745.886164,TOPS,1.094653,1752178511438,3.444000,31,316.00,707.00,681.39
4,2048,6144,104448,953,745.636860,TOPS,1.097864,1752178512144,3.441000,30,377.00,702.00,679.17
1,2048,6144,106496,930,746.239852,TOPS,1.133758,1752178512650,3.413000,30,258.00,688.00,658.20
2,2048,6144,108544,908,746.333369,TOPS,1.169929,1752178512608,3.396000,29,346.00,660.00,637.93
3,2048,6144,110592,892,746.227389,TOPS,1.138878,1752178513449,3.401000,30,307.00,683.00,655.23
6,2048,6144,112640,878,746.580014,TOPS,1.145817,1752178513533,3.408000,30,332.00,675.00,651.57
7,2048,6144,114688,865,746.871065,TOPS,1.086879,1752178554612,3.419000,30,403.00,709.00,687.17
2,2048,6144,116736,851,747.635637,TOPS,1.193448,1752178554750,3.417000,31,138.00,662.00,626.45
6,2048,6144,118784,838,747.522636,TOPS,1.146858,1752178555519,3.429000,30,329.00,676.00,651.80
4,2048,6144,120832,824,746.953776,TOPS,1.106335,1752178555803,3.434000,31,271.00,705.00,675.16
3,2048,6144,122880,811,747.493816,TOPS,1.138743,1752178556145,3.433000,31,283.00,685.00,656.42
0,2048,6144,124928,797,745.821570,TOPS,1.128374,1752178556553,3.432000,30,385.00,684.00,660.97
1,2048,6144,126976,784,747.880040,TOPS,1.126104,1752178556907,3.425000,31,313.00,690.00,664.13
3,2048,6144,129024,771,748.242329,TOPS,1.126582,1752178600575,3.426000,30,396.00,685.00,664.17
2,2048,6144,131072,757,748.433588,TOPS,1.176042,1752178600918,3.410000,30,274.00,664.00,636.40
1,2048,7168,8192,7300,708.147766,TOPS,1.187091,1752178578742,2.753000,24,345.00,623.00,596.54
4,2048,7168,10240,6410,737.941991,TOPS,1.199827,1752178579183,2.906000,26,224.00,649.00,615.04
5,2048,7168,12288,5519,757.113360,TOPS,1.230118,1752178579717,2.865000,25,259.00,653.00,615.48
0,2048,7168,14336,4628,779.262918,TOPS,1.222373,1752178580064,2.671000,24,208.00,678.00,637.50
7,2048,7168,16384,4337,790.438422,TOPS,1.164052,1752178580801,2.822000,25,364.00,710.00,679.04
3,2048,7168,18432,4146,798.380187,TOPS,1.208330,1752178625141,2.991000,26,318.00,691.00,660.73
2,2048,7168,20480,3955,808.162011,TOPS,1.246740,1752178625406,3.096000,27,277.00,678.00,648.22
1,2048,7168,22528,3764,814.346045,TOPS,1.190877,1752178625999,3.209000,28,301.00,714.00,683.82
4,2048,7168,24576,3573,818.759938,TOPS,1.173411,1752178626442,3.307000,29,228.00,733.00,697.76
5,2048,7168,26624,3382,823.965219,TOPS,1.215592,1752178626793,3.366000,30,241.00,710.00,677.83
0,2048,7168,28672,3191,828.709370,TOPS,1.198301,1752178627232,3.377000,30,278.00,722.00,691.57
7,2048,7168,30720,3000,831.308827,TOPS,1.147424,1752178627680,3.399000,30,388.00,750.00,724.50
6,2048,7168,32768,2810,834.228184,TOPS,1.195220,1752178654544,3.373000,30,355.00,724.00,697.97
5,2048,7168,34816,2619,837.982749,TOPS,1.223814,1752178655020,3.326000,30,141.00,725.00,684.73
2,2048,7168,36864,2428,839.363253,TOPS,1.255629,1752178655539,3.242000,29,138.00,709.00,668.48
0,2048,7168,38912,2237,842.636202,TOPS,1.199413,1752178655849,3.128000,28,247.00,737.00,702.54
1,2048,7168,40960,2046,844.196527,TOPS,1.193936,1752178656298,3.007000,27,250.00,744.00,707.07
4,2048,7168,43008,1855,845.806384,TOPS,1.180667,1752178656902,2.860000,26,152.00,764.00,716.38
3,2048,7168,45056,1664,846.119681,TOPS,1.220071,1752178657367,2.700000,24,215.00,738.00,693.50
2,2048,7168,47104,1497,849.733452,TOPS,1.229395,1752178686440,2.505000,22,407.00,720.00,691.18
4,2048,7168,49152,1470,850.763437,TOPS,1.155787,1752178687010,2.576000,22,435.00,767.00,736.09
1,2048,7168,51200,1444,853.060461,TOPS,1.191641,1752178687383,2.618000,23,339.00,752.00,715.87
6,2048,7168,53248,1418,851.645120,TOPS,1.202463,1752178688085,2.683000,24,365.00,740.00,708.25
0,2048,7168,55296,1392,854.659820,TOPS,1.209144,1752178688314,2.717000,24,259.00,747.00,706.83
3,2048,7168,57344,1365,855.132368,TOPS,1.195186,1752178688720,2.769000,25,321.00,751.00,715.48
7,2048,7168,59392,1339,856.123702,TOPS,1.179948,1752178689377,2.809000,25,142.00,776.00,725.56
0,2048,7168,61440,1313,857.975364,TOPS,1.205292,1752178721629,2.833000,25,255.00,752.00,711.84
3,2048,7168,63488,1287,857.999783,TOPS,1.202202,1752178722025,2.887000,26,271.00,753.00,713.69
2,2048,7168,65536,1260,859.776340,TOPS,1.257258,1752178722624,2.890000,26,146.00,730.00,683.85
6,2048,7168,67584,1234,860.253381,TOPS,1.192444,1752178723252,2.924000,26,399.00,750.00,721.42
1,2048,7168,69632,1208,861.049053,TOPS,1.182321,1752178723273,2.937000,26,333.00,762.00,728.27
4,2048,7168,71680,1182,861.618164,TOPS,1.161398,1752178723662,2.963000,26,292.00,780.00,741.88
5,2048,7168,73728,1155,860.833432,TOPS,1.217913,1752178724351,2.981000,27,193.00,749.00,706.81
0,2048,7168,75776,1129,863.549071,TOPS,1.183560,1752178759476,2.979000,26,398.00,757.00,729.62
5,2048,7168,77824,1103,863.614304,TOPS,1.197285,1752178760160,2.992000,26,366.00,751.00,721.31
3,2048,7168,79872,1077,863.763398,TOPS,1.173161,1752178760578,2.998000,26,430.00,763.00,736.27
1,2048,7168,81920,1050,864.919290,TOPS,1.189513,1752178760983,2.990000,26,283.00,764.00,727.12
6,2048,7168,83968,1024,864.943444,TOPS,1.194161,1752178761407,2.993000,26,378.00,753.00,724.31
2,2048,7168,86016,998,866.185687,TOPS,1.232390,1752178761763,2.980000,26,323.00,735.00,702.85
7,2048,7168,88064,972,866.082125,TOPS,1.154299,1752178762249,2.973000,26,276.00,790.00,750.31
0,2048,7168,90112,945,867.082545,TOPS,1.207770,1752178800590,2.960000,26,210.00,762.00,717.92
4,2048,7168,92160,919,867.705057,TOPS,1.143040,1752178800836,2.938000,26,438.00,786.00,759.12
5,2048,7168,94208,896,867.525105,TOPS,1.190772,1752178801420,2.927000,26,398.00,756.00,728.54
3,2048,7168,96256,880,867.574858,TOPS,1.193937,1752178801814,2.939000,26,256.00,768.00,726.65
2,2048,7168,98304,865,867.973807,TOPS,1.250538,1752178802406,2.944000,26,177.00,738.00,694.08
7,2048,7168,100352,849,868.752215,TOPS,1.164843,1752178802715,2.960000,27,181.00,793.00,745.81
1,2048,7168,102400,833,868.269803,TOPS,1.171390,1752178803128,2.951000,26,409.00,770.00,741.23
5,2048,7168,104448,818,869.601753,TOPS,1.200030,1752178843894,2.955000,26,320.00,759.00,724.65
6,2048,7168,106496,802,869.453548,TOPS,1.203912,1752178844794,2.956000,26,285.00,759.00,722.19
3,2048,7168,108544,786,869.817164,TOPS,1.183424,1752178845239,2.950000,26,323.00,771.00,735.00
2,2048,7168,110592,771,869.349588,TOPS,1.245343,1752178845658,2.947000,26,217.00,739.00,698.08
1,2048,7168,112640,755,870.465152,TOPS,1.189468,1752178846163,2.938000,26,264.00,772.00,731.81
0,2048,7168,114688,739,870.508747,TOPS,1.189154,1752178846505,2.924000,26,312.00,768.00,732.04
4,2048,7168,116736,724,870.268285,TOPS,1.169951,1752178846998,2.924000,26,180.00,791.00,743.85
4,2048,7168,118784,708,870.456811,TOPS,1.139341,1752178890881,2.908000,25,448.00,793.00,764.00
5,2048,7168,120832,692,871.465790,TOPS,1.200564,1752178891313,2.887000,26,297.00,762.00,725.88
2,2048,7168,122880,677,871.668448,TOPS,1.233382,1752178891989,2.871000,26,293.00,742.00,706.73
0,2048,7168,124928,661,871.515077,TOPS,1.198024,1752178892215,2.851000,26,241.00,769.00,727.46
3,2048,7168,126976,645,871.279424,TOPS,1.184898,1752178892662,2.832000,25,319.00,774.00,735.32
6,2048,7168,129024,630,871.054337,TOPS,1.220100,1752178893282,2.810000,25,164.00,763.00,713.92
7,2048,7168,131072,614,871.328476,TOPS,1.153955,1752178893658,2.783000,25,264.00,797.00,755.08
7,2048,8192,8192,6791,620.121216,TOPS,1.108447,1752178915035,3.318000,29,321.00,585.00,559.45
2,2048,8192,10240,5773,644.801709,TOPS,1.195405,1752178915467,3.294000,30,152.00,568.00,539.40
1,2048,8192,12288,4755,665.068606,TOPS,1.133787,1752178915980,3.126000,27,323.00,609.00,586.59
6,2048,8192,14336,4337,676.109212,TOPS,1.148029,1752178916661,3.251000,29,305.00,611.00,588.93
4,2048,8192,16384,4119,685.836159,TOPS,1.115815,1752178916981,3.474000,31,307.00,637.00,614.65
3,2048,8192,18432,3900,690.719662,TOPS,1.162006,1752178917710,3.682000,33,261.00,617.00,594.42
0,2048,8192,20480,3682,696.239175,TOPS,1.144132,1752178918023,3.812000,34,316.00,627.00,608.53
4,2048,8192,22528,3464,703.749587,TOPS,1.109962,1752178943884,3.877000,34,329.00,654.00,634.03
7,2048,8192,24576,3246,705.685972,TOPS,1.114634,1752178944397,3.952000,35,197.00,662.00,633.11
5,2048,8192,26624,3028,710.934294,TOPS,1.159497,1752178944758,3.948000,35,228.00,638.00,613.14
2,2048,8192,28672,2810,715.044550,TOPS,1.184633,1752178945180,3.900000,35,261.00,626.00,603.60
3,2048,8192,30720,2591,717.024646,TOPS,1.153254,1752178945778,3.857000,34,283.00,644.00,621.74
1,2048,8192,32768,2373,719.785801,TOPS,1.133253,1752178946223,3.731000,33,275.00,660.00,635.15
0,2048,8192,34816,2155,722.221718,TOPS,1.138145,1752178946625,3.583000,32,341.00,654.00,634.56
5,2048,8192,36864,1937,722.670916,TOPS,1.159985,1752178975304,3.416000,30,269.00,649.00,623.00
1,2048,8192,38912,1719,725.907007,TOPS,1.131136,1752178976172,3.176000,28,345.00,666.00,641.75
2,2048,8192,40960,1500,727.450208,TOPS,1.194499,1752178976464,2.910000,26,276.00,638.00,609.00
6,2048,8192,43008,1470,727.416841,TOPS,1.160080,1752178977221,3.000000,27,290.00,655.00,627.04
7,2048,8192,45056,1440,728.557530,TOPS,1.107230,1752178977469,3.073000,27,303.00,687.00,658.00
4,2048,8192,47104,1410,731.273517,TOPS,1.119319,1752178977863,3.127000,28,246.00,686.00,653.32
3,2048,8192,49152,1380,731.678801,TOPS,1.150637,1752178978485,3.195000,28,321.00,661.00,635.89
3,2048,8192,51200,1350,733.118252,TOPS,1.154080,1752179010234,3.245000,29,263.00,664.00,635.24
2,2048,8192,53248,1320,733.561291,TOPS,1.204731,1752179010850,3.302000,30,152.00,642.00,608.90
5,2048,8192,55296,1290,735.104099,TOPS,1.144344,1752179011090,3.336000,29,378.00,663.00,642.38
0,2048,8192,57344,1260,736.005394,TOPS,1.140563,1752179011461,3.365000,30,323.00,668.00,645.30
4,2048,8192,59392,1230,736.537571,TOPS,1.103096,1752179012171,3.413000,30,356.00,692.00,667.70
1,2048,8192,61440,1200,737.283872,TOPS,1.138187,1752179012493,3.431000,31,238.00,677.00,647.77
6,2048,8192,63488,1170,737.901516,TOPS,1.167085,1752179012991,3.461000,31,185.00,665.00,632.26
2,2048,8192,65536,1140,738.754236,TOPS,1.194390,1752179048049,3.465000,31,182.00,649.00,618.52
4,2048,8192,67584,1110,739.416189,TOPS,1.099470,1752179048551,3.484000,31,354.00,696.00,672.52
5,2048,8192,69632,1080,740.191230,TOPS,1.159883,1752179049290,3.487000,31,229.00,668.00,638.16
6,2048,8192,71680,1050,740.385832,TOPS,1.149203,1752179049817,3.490000,31,324.00,668.00,644.26
7,2048,8192,73728,1020,740.484676,TOPS,1.096543,1752179049926,3.498000,31,355.00,702.00,675.29
1,2048,8192,75776,990,741.262507,TOPS,1.144206,1752179050495,3.467000,31,171.00,682.00,647.84
0,2048,8192,77824,960,741.819796,TOPS,1.131564,1752179050946,3.452000,30,394.00,675.00,655.57
7,2048,8192,79872,930,741.364119,TOPS,1.089440,1752179089369,3.441000,30,393.00,703.00,680.50
0,2048,8192,81920,900,742.517834,TOPS,1.136738,1752179089782,3.404000,30,358.00,675.00,653.20
2,2048,8192,83968,883,743.337647,TOPS,1.170370,1752179090384,3.417000,30,375.00,655.00,635.13
4,2048,8192,86016,865,743.314710,TOPS,1.097354,1752179090738,3.440000,30,376.00,701.00,677.37
1,2048,8192,88064,847,743.922079,TOPS,1.135083,1752179091175,3.437000,31,263.00,685.00,655.39
6,2048,8192,90112,829,744.040515,TOPS,1.151017,1752179091701,3.445000,31,303.00,671.00,646.42
3,2048,8192,92160,811,744.299014,TOPS,1.151755,1752179092286,3.447000,31,208.00,679.00,646.23
4,2048,8192,94208,793,744.342625,TOPS,1.093817,1752179133791,3.446000,30,397.00,703.00,680.50
6,2048,8192,96256,775,745.389831,TOPS,1.145995,1752179134350,3.436000,30,348.00,674.00,650.43
2,2048,8192,98304,757,745.578675,TOPS,1.172662,1752179134928,3.424000,30,356.00,657.00,635.80
3,2048,8192,100352,739,745.639358,TOPS,1.145709,1752179135293,3.414000,31,243.00,682.00,650.81
