GPU,M,N,K,Iterations,Performance,Performance_Unit,Efficiency,Time,Interval,Samples,Min_Power,Max_Power,Avg_Power
1,3072,9216,16384,2919,599.100214,TOPS,1.374808,1763536517556,4.687000,39,376.00,440.00,435.77
2,3072,9216,18432,2550,601.844619,TOPS,1.420516,1763536518912,4.578000,38,346.00,429.00,423.68
7,3072,9216,20480,2182,608.210389,TOPS,1.434356,1763536519219,4.306000,36,354.00,429.00,424.03
5,3072,9216,22528,1814,612.492727,TOPS,1.386608,1763536553031,3.905000,32,374.00,447.00,441.72
1,3072,9216,24576,1493,617.970222,TOPS,1.389696,1763536552839,3.471000,28,397.00,449.00,444.68
6,3072,9216,26624,1442,621.069133,TOPS,1.448490,1763536554345,3.605000,30,358.00,434.00,428.77
3,3072,9216,28672,1392,621.990144,TOPS,1.402299,1763536555547,3.736000,31,384.00,449.00,443.55
4,3072,9216,30720,1341,626.712823,TOPS,1.383380,1763536591835,3.818000,32,369.00,459.00,453.03
0,3072,9216,32768,1290,628.094488,TOPS,1.413131,1763536593012,3.914000,32,392.00,448.00,444.47
1,3072,9216,34816,1240,628.800191,TOPS,1.399604,1763536593957,3.990000,33,368.00,455.00,449.27
3,3072,9216,36864,1189,630.306908,TOPS,1.401896,1763536594195,4.036000,33,403.00,453.00,449.61
3,3072,9216,38912,1139,632.316863,TOPS,1.403059,1763536634382,4.071000,33,403.00,454.00,450.67
2,3072,9216,40960,1088,635.493636,TOPS,1.440832,1763536634756,4.067000,34,376.00,446.00,441.06
4,3072,9216,43008,1037,635.392270,TOPS,1.379009,1763536635715,4.073000,33,415.00,465.00,460.76
7,3072,9216,45056,987,636.387216,TOPS,1.444627,1763536636748,4.057000,33,390.00,444.00,440.52
6,3072,9216,47104,936,637.888252,TOPS,1.450240,1763536679698,4.008000,33,367.00,445.00,439.85
1,3072,9216,49152,892,639.062128,TOPS,1.407346,1763536680813,3.980000,33,364.00,460.00,454.09
0,3072,9216,51200,861,639.648766,TOPS,1.416186,1763536681629,4.000000,33,398.00,456.00,451.67
2,3072,9216,53248,831,640.729984,TOPS,1.441819,1763536683270,4.008000,33,386.00,449.00,444.39
7,3072,9216,55296,801,640.304539,TOPS,1.443818,1763536729601,4.010000,33,396.00,448.00,443.48
0,3072,9216,57344,771,642.158279,TOPS,1.424517,1763536730278,3.994000,34,359.00,457.00,450.79
4,3072,9216,59392,740,643.205277,TOPS,1.382256,1763536730529,3.962000,33,406.00,470.00,465.33
6,3072,9216,61440,710,643.277073,TOPS,1.469978,1763536732340,3.995000,33,366.00,447.00,437.61
7,3072,9216,63488,680,644.391128,TOPS,1.448069,1763536781636,3.888000,32,385.00,450.00,445.00
2,3072,9216,65536,650,644.436660,TOPS,1.443307,1763536782556,3.839000,32,377.00,452.00,446.50
4,3072,9216,67584,619,645.570971,TOPS,1.382378,1763536783071,3.763000,31,402.00,473.00,467.00
0,3072,9216,69632,589,646.262288,TOPS,1.424018,1763536783769,3.690000,30,384.00,459.00,453.83
7,3072,9216,71680,559,645.922318,TOPS,1.451282,1763536836359,3.611000,30,383.00,450.00,445.07
6,3072,9216,73728,529,646.628905,TOPS,1.454209,1763536836667,3.516000,29,378.00,451.00,444.66
4,3072,9216,75776,498,646.855686,TOPS,1.389802,1763536837268,3.444000,28,409.00,476.00,465.43
3,3072,9216,77824,470,645.745107,TOPS,1.409246,1763536838724,3.301000,27,407.00,464.00,458.22
0,3072,9216,79872,464,647.666265,TOPS,1.426703,1763536893343,3.339000,28,365.00,464.00,453.96
5,3072,9216,81920,457,648.446286,TOPS,1.398297,1763536894558,3.365000,27,407.00,468.00,463.74
1,3072,9216,83968,451,648.188201,TOPS,1.408982,1763536895628,3.407000,28,375.00,467.00,460.04
6,3072,9216,86016,444,648.538344,TOPS,1.447274,1763536896387,3.433000,28,390.00,454.00,448.11
6,3072,9216,88064,439,649.563071,TOPS,1.455636,1763536954419,3.472000,29,373.00,452.00,446.24
4,3072,9216,90112,436,649.316657,TOPS,1.377071,1763536955748,3.532000,29,409.00,479.00,471.52
5,3072,9216,92160,432,647.216974,TOPS,1.395495,1763536956076,3.589000,29,414.00,471.00,463.79
3,3072,9216,94208,428,648.131595,TOPS,1.414424,1763536957210,3.631000,30,371.00,465.00,458.23
3,3072,9216,96256,425,647.572336,TOPS,1.406756,1763537018574,3.685000,30,409.00,467.00,460.33
2,3072,9216,98304,421,650.657397,TOPS,1.443435,1763537019838,3.711000,30,405.00,455.00,450.77
4,3072,9216,100352,417,650.344131,TOPS,1.371484,1763537020817,3.754000,31,413.00,482.00,474.19
0,3072,9216,102400,414,648.966899,TOPS,1.410092,1763537021277,3.812000,31,410.00,465.00,460.23
5,3072,9216,104448,410,651.407982,TOPS,1.400967,1763537087037,3.839000,32,400.00,470.00,464.97
3,3072,9216,106496,407,651.136462,TOPS,1.418505,1763537087253,3.897000,33,380.00,466.00,459.03
2,3072,9216,108544,403,651.143394,TOPS,1.437910,1763537088123,3.922000,32,383.00,459.00,452.84
0,3072,9216,110592,399,651.371939,TOPS,1.421743,1763537089641,3.955000,33,378.00,466.00,458.15
1,3072,9216,112640,396,649.580794,TOPS,1.394578,1763537158559,4.012000,33,401.00,474.00,465.79
6,3072,9216,114688,392,651.601624,TOPS,1.445466,1763537159167,4.032000,33,397.00,456.00,450.79
5,3072,9216,116736,389,652.355683,TOPS,1.402191,1763537159490,4.065000,34,384.00,472.00,465.24
3,3072,9216,118784,385,652.105661,TOPS,1.403706,1763537161075,4.097000,34,382.00,472.00,464.56
7,3072,9216,120832,381,653.145203,TOPS,1.445939,1763537233161,4.117000,34,393.00,457.00,451.71
0,3072,9216,122880,379,652.686748,TOPS,1.409507,1763537234414,4.168000,34,398.00,471.00,463.06
6,3072,9216,124928,376,653.130982,TOPS,1.442713,1763537234943,4.203000,34,403.00,458.00,452.71
4,3072,9216,126976,374,653.065579,TOPS,1.366331,1763537235514,4.248000,35,404.00,485.00,477.97
6,3072,9216,129024,372,652.787463,TOPS,1.438111,1763537310898,4.296000,36,383.00,460.00,453.92
4,3072,9216,131072,370,653.524073,TOPS,1.369353,1763537311291,4.337000,36,397.00,486.00,477.25
1,3072,10240,10240,3819,621.776986,TOPS,1.406639,1763537265096,4.179000,35,371.00,447.00,442.03
7,3072,10240,12288,3410,17.051644,TOPS,.074367,1763537265882,155.284000,1346,205.00,233.00,229.29
2,3072,10240,14336,3000,651.392957,TOPS,1.462785,1763537447799,4.326000,36,363.00,451.00,445.31
1,3072,10240,16384,2591,659.039045,TOPS,1.427016,1763537449010,4.217000,35,399.00,466.00,461.83
7,3072,10240,18432,2182,667.763479,TOPS,1.475426,1763537449731,3.917000,32,384.00,458.00,452.59
3,3072,10240,20480,1773,673.293081,TOPS,1.465911,1763537451098,3.555000,30,370.00,471.00,459.30
7,3072,10240,22528,1482,679.845404,TOPS,1.480757,1763537484480,3.188000,25,409.00,464.00,459.12
6,3072,10240,24576,1425,683.034790,TOPS,1.490496,1763537485477,3.330000,27,410.00,462.00,458.26
5,3072,10240,26624,1369,687.445560,TOPS,1.438381,1763537486333,3.428000,28,388.00,485.00,477.93
4,3072,10240,28672,1313,688.840029,TOPS,1.424047,1763537487764,3.544000,29,412.00,490.00,483.72
1,3072,10240,30720,1257,691.491896,TOPS,1.443706,1763537525248,3.609000,30,400.00,486.00,478.97
5,3072,10240,32768,1200,695.434846,TOPS,1.438334,1763537525663,3.651000,30,419.00,489.00,483.50
0,3072,10240,34816,1144,698.136106,TOPS,1.465441,1763537527023,3.687000,30,411.00,481.00,476.40
6,3072,10240,36864,1088,698.740258,TOPS,1.493449,1763537527459,3.710000,30,413.00,472.00,467.87
2,3072,10240,38912,1032,701.176646,TOPS,1.488097,1763537568164,3.694000,31,394.00,477.00,471.19
4,3072,10240,40960,975,703.565232,TOPS,1.422205,1763537569512,3.661000,30,440.00,499.00,494.70
6,3072,10240,43008,919,704.892144,TOPS,1.497317,1763537570128,3.616000,30,405.00,476.00,470.77
0,3072,10240,45056,878,706.188948,TOPS,1.466065,1763537570880,3.615000,29,423.00,486.00,481.69
6,3072,10240,47104,845,707.129464,TOPS,1.500062,1763537615267,3.630000,30,391.00,477.00,471.40
1,3072,10240,49152,811,708.001590,TOPS,1.445107,1763537615893,3.632000,29,434.00,494.00,489.93
4,3072,10240,51200,777,709.271400,TOPS,1.419877,1763537617672,3.617000,30,428.00,505.00,499.53
2,3072,10240,53248,744,710.049750,TOPS,1.498722,1763537618517,3.600000,30,382.00,481.00,473.77
0,3072,10240,55296,710,709.722554,TOPS,1.469922,1763537665767,3.574000,30,397.00,489.00,482.83
4,3072,10240,57344,677,712.007266,TOPS,1.425297,1763537666571,3.516000,29,403.00,507.00,499.55
5,3072,10240,59392,643,712.808486,TOPS,1.446181,1763537667415,3.458000,28,426.00,498.00,492.89
2,3072,10240,61440,609,710.578556,TOPS,1.491057,1763537669082,3.403000,27,426.00,483.00,476.56
1,3072,10240,63488,576,712.437078,TOPS,1.457791,1763537719825,3.318000,28,390.00,498.00,488.71
0,3072,10240,65536,542,712.212080,TOPS,1.473552,1763537721106,3.228000,27,387.00,493.00,483.33
7,3072,10240,67584,509,715.183039,TOPS,1.495447,1763537721953,3.115000,25,428.00,483.00,478.24
5,3072,10240,69632,475,715.280305,TOPS,1.445244,1763537722395,2.999000,24,439.00,500.00,494.92
5,3072,10240,71680,464,716.632739,TOPS,1.438530,1763537775973,3.010000,24,445.00,503.00,498.17
1,3072,10240,73728,457,717.366820,TOPS,1.458181,1763537777486,3.046000,25,413.00,499.00,491.96
0,3072,10240,75776,450,717.543422,TOPS,1.470375,1763537778259,3.081000,25,431.00,493.00,488.00
3,3072,10240,77824,443,718.885770,TOPS,1.466994,1763537778785,3.111000,25,423.00,496.00,490.04
0,3072,10240,79872,438,717.563785,TOPS,1.472862,1763537836468,3.164000,26,396.00,495.00,487.19
2,3072,10240,81920,434,719.212275,TOPS,1.499671,1763537836981,3.207000,26,406.00,486.00,479.58
7,3072,10240,83968,430,718.970384,TOPS,1.492568,1763537838358,3.258000,27,401.00,488.00,481.70
4,3072,10240,86016,426,719.655869,TOPS,1.423482,1763537839119,3.302000,27,414.00,514.00,505.56
3,3072,10240,88064,422,720.028661,TOPS,1.461067,1763537900184,3.349000,27,429.00,498.00,492.81
5,3072,10240,90112,418,720.694569,TOPS,1.447788,1763537901035,3.390000,28,417.00,504.00,497.79
0,3072,10240,92160,414,720.203734,TOPS,1.459379,1763537903674,3.439000,28,440.00,498.00,493.50
6,3072,10240,94208,410,721.671681,TOPS,1.496685,1763537902620,3.474000,28,430.00,487.00,482.18
1,3072,10240,96256,406,721.184534,TOPS,1.456320,1763537968592,3.518000,29,400.00,503.00,495.21
3,3072,10240,98304,402,721.378314,TOPS,1.453483,1763537969396,3.557000,29,435.00,501.00,496.31
7,3072,10240,100352,398,721.501374,TOPS,1.499130,1763537971875,3.596000,29,413.00,487.00,481.28
4,3072,10240,102400,394,722.007929,TOPS,1.419235,1763537971476,3.629000,30,413.00,516.00,508.73
0,3072,10240,104448,390,722.280317,TOPS,1.462194,1763538041259,3.663000,30,422.00,499.00,493.97
1,3072,10240,106496,386,722.647499,TOPS,1.450633,1763538041569,3.695000,31,424.00,504.00,498.16
7,3072,10240,108544,382,723.913949,TOPS,1.499407,1763538042170,3.720000,30,432.00,487.00,482.80
6,3072,10240,110592,379,722.755515,TOPS,1.488039,1763538042554,3.767000,31,406.00,492.00,485.71
6,3072,10240,112640,376,723.634689,TOPS,1.496906,1763538113848,3.802000,31,416.00,489.00,483.42
1,3072,10240,114688,374,722.924003,TOPS,1.454751,1763538115239,3.860000,32,398.00,504.00,496.94
2,3072,10240,116736,371,723.942777,TOPS,1.493928,1763538115935,3.887000,32,417.00,490.00,484.59
3,3072,10240,118784,369,723.929013,TOPS,1.456421,1763538117038,3.934000,32,428.00,502.00,497.06
4,3072,10240,120832,366,723.564244,TOPS,1.412632,1763538192511,3.972000,33,409.00,520.00,512.21
3,3072,10240,122880,363,723.847769,TOPS,1.452634,1763538193784,4.003000,33,433.00,503.00,498.30
1,3072,10240,124928,361,724.223214,TOPS,1.446739,1763538194591,4.048000,34,427.00,506.00,500.59
6,3072,10240,126976,358,724.543794,TOPS,1.497888,1763538195231,4.091000,34,415.00,489.00,483.71
0,3072,10240,129024,356,724.793897,TOPS,1.463284,1763538274577,4.122000,34,429.00,500.00,495.32
4,3072,10240,131072,353,724.725746,TOPS,1.408273,1763538274837,4.151000,34,450.00,519.00,514.62
6,4096,1024,4096,30000,349.601297,TOPS,1.258599,1763538221452,3.549000,30,234.00,282.00,277.77
3,4096,1024,6144,25000,397.122536,TOPS,1.255326,1763538220758,3.764000,31,287.00,322.00,316.35
7,4096,1024,8192,20000,437.553155,TOPS,1.333068,1763538301652,3.544000,30,272.00,333.00,328.23
3,4096,1024,10240,19000,455.640927,TOPS,1.327393,1763538301947,4.054000,34,293.00,348.00,343.26
5,4096,1024,12288,13400,472.498027,TOPS,1.318464,1763538302441,3.270000,27,328.00,362.00,358.37
6,4096,1024,14336,11600,487.534135,TOPS,1.453546,1763538302107,3.355000,27,297.00,341.00,335.41
7,4096,1024,16384,11067,499.066139,TOPS,1.449888,1763538329749,3.563000,29,291.00,354.00,344.21
0,4096,1024,18432,10534,515.564734,TOPS,1.427643,1763538329571,3.682000,30,316.00,365.00,361.13
2,4096,1024,20480,10000,516.663814,TOPS,1.443557,1763538330348,3.867000,32,308.00,367.00,357.91
4,4096,1024,22528,8400,519.976042,TOPS,1.402081,1763538330748,3.525000,29,322.00,377.00,370.86
4,4096,1024,24576,7810,527.262198,TOPS,1.402181,1763538359475,3.485000,29,314.00,381.00,376.03
6,4096,1024,26624,7555,534.325932,TOPS,1.454700,1763538359191,3.556000,29,324.00,372.00,367.31
5,4096,1024,28672,7300,540.738759,TOPS,1.388289,1763538360599,3.590000,30,325.00,395.00,389.50
0,4096,1024,30720,7046,541.574671,TOPS,1.413442,1763538359878,3.732000,31,323.00,391.00,383.16
7,4096,1024,32768,6791,547.281551,TOPS,1.424359,1763538389526,3.718000,31,332.00,389.00,384.23
6,4096,1024,34816,6537,548.760917,TOPS,1.435081,1763538390074,3.800000,31,335.00,387.00,382.39
4,4096,1024,36864,6282,545.911500,TOPS,1.386617,1763538391013,3.912000,33,324.00,399.00,393.70
0,4096,1024,38912,6028,550.005935,TOPS,1.401967,1763538390627,3.897000,32,329.00,398.00,392.31
3,4096,1024,40960,5773,552.026615,TOPS,1.388536,1763538422282,3.893000,32,344.00,403.00,397.56
4,4096,1024,43008,5519,553.358297,TOPS,1.370343,1763538422736,3.871000,32,347.00,408.00,403.81
7,4096,1024,45056,5264,555.371723,TOPS,1.417885,1763538422707,3.842000,32,331.00,396.00,391.69
5,4096,1024,47104,5010,556.203701,TOPS,1.370398,1763538423341,3.815000,31,354.00,410.00,405.87
6,4096,1024,49152,4755,555.033671,TOPS,1.434195,1763538456043,3.821000,32,321.00,392.00,387.00
0,4096,1024,51200,4500,560.166381,TOPS,1.392755,1763538456006,3.697000,30,346.00,407.00,402.20
1,4096,1024,53248,4446,561.180448,TOPS,1.365934,1763538456914,3.769000,31,358.00,415.00,410.84
5,4096,1024,55296,4391,558.418058,TOPS,1.375617,1763538456946,3.916000,32,346.00,411.00,405.94
0,4096,1024,57344,4337,561.712295,TOPS,1.386225,1763538490564,3.957000,33,354.00,409.00,405.21
2,4096,1024,59392,4282,562.291449,TOPS,1.404254,1763538490913,4.024000,33,342.00,405.00,400.42
6,4096,1024,61440,4228,563.984621,TOPS,1.414949,1763538491901,4.085000,34,337.00,403.00,398.59
3,4096,1024,63488,4173,564.420755,TOPS,1.367430,1763538491840,4.175000,34,363.00,416.00,412.76
6,4096,1024,65536,4119,564.903850,TOPS,1.409651,1763538527609,4.235000,35,356.00,404.00,400.74
1,4096,2048,4096,20000,389.682609,TOPS,1.183905,1763538517768,3.961000,33,285.00,334.00,329.15
5,4096,2048,6144,13400,443.488116,TOPS,1.333598,1763538518123,3.764000,31,279.00,341.00,332.55
4,4096,2048,8192,11067,468.163387,TOPS,1.332697,1763538517936,3.786000,31,307.00,359.00,351.29
2,4096,2048,10240,10000,494.636877,TOPS,1.390757,1763538554069,3.978000,32,324.00,359.00,355.66
0,4096,2048,12288,7810,507.170435,TOPS,1.380393,1763538554711,3.579000,29,335.00,372.00,367.41
4,4096,2048,14336,7300,519.431987,TOPS,1.342756,1763538556110,3.725000,31,328.00,391.00,386.84
7,4096,2048,16384,6791,526.456682,TOPS,1.406359,1763538555653,3.874000,32,334.00,378.00,374.34
0,4096,2048,18432,6282,531.306280,TOPS,1.383502,1763538583771,4.003000,33,340.00,387.00,384.03
7,4096,2048,20480,5773,537.731656,TOPS,1.401547,1763538584272,3.968000,33,345.00,387.00,383.67
6,4096,2048,22528,5264,537.878018,TOPS,1.423861,1763538585234,4.010000,34,320.00,382.00,377.76
5,4096,2048,24576,4755,542.273162,TOPS,1.357787,1763538585603,3.888000,32,359.00,402.00,399.38
1,4096,2048,26624,4446,547.232791,TOPS,1.351926,1763538615569,3.858000,32,347.00,409.00,404.78
2,4096,2048,28672,4337,549.770651,TOPS,1.393800,1763538615807,4.036000,34,318.00,400.00,394.44
5,4096,2048,30720,4228,552.568592,TOPS,1.351320,1763538615744,4.162000,35,342.00,413.00,408.91
4,4096,2048,32768,4119,552.277795,TOPS,1.336166,1763538616940,4.340000,36,362.00,417.00,413.33
6,4096,2048,34816,4010,556.078469,TOPS,1.412226,1763538648549,4.438000,37,329.00,398.00,393.76
0,4096,2048,36864,3900,555.934828,TOPS,1.375259,1763538649032,4.576000,38,360.00,408.00,404.24
2,4096,2048,38912,3791,559.185438,TOPS,1.381591,1763538649242,4.638000,38,364.00,407.00,404.74
5,4096,2048,40960,3682,560.517384,TOPS,1.348045,1763538649906,4.706000,40,338.00,420.00,415.80
3,4096,2048,43008,3573,561.827979,TOPS,1.368476,1763538683179,4.786000,40,343.00,414.00,410.55
7,4096,2048,45056,3464,559.636893,TOPS,1.402001,1763538684549,4.896000,41,330.00,404.00,399.17
1,4096,2048,47104,3355,563.983350,TOPS,1.354687,1763538684102,4.893000,41,334.00,421.00,416.32
2,4096,2048,49152,3246,565.351133,TOPS,1.382513,1763538684874,4.923000,41,348.00,412.00,408.93
6,4096,2048,51200,3137,564.837399,TOPS,1.398354,1763538720352,4.944000,41,357.00,407.00,403.93
4,4096,2048,53248,3028,566.566833,TOPS,1.326481,1763538721003,4.944000,41,377.00,430.00,427.12
3,4096,2048,55296,2919,567.683205,TOPS,1.368306,1763538721037,4.940000,42,332.00,420.00,414.88
7,4096,2048,57344,2810,567.248219,TOPS,1.397163,1763538722040,4.933000,42,327.00,411.00,406.00
6,4096,2048,59392,2700,569.146229,TOPS,1.403185,1763538758910,4.899000,41,355.00,410.00,405.61
3,4096,2048,61440,2591,568.105559,TOPS,1.363246,1763538759121,4.867000,41,360.00,420.00,416.73
0,4096,2048,63488,2482,569.795323,TOPS,1.369469,1763538759867,4.792000,40,355.00,420.00,416.07
5,4096,2048,65536,2373,570.372882,TOPS,1.341391,1763538760544,4.708000,39,365.00,429.00,425.21
4,4096,2048,67584,2264,569.422960,TOPS,1.326676,1763538798431,4.662000,39,377.00,432.00,429.21
7,4096,2048,69632,2155,571.540230,TOPS,1.392811,1763538799881,4.552000,37,370.00,414.00,410.35
5,4096,2048,71680,2046,572.236565,TOPS,1.344035,1763538800302,4.425000,37,352.00,431.00,425.76
6,4096,2048,73728,1937,570.981772,TOPS,1.401079,1763538801442,4.321000,36,342.00,413.00,407.53
4,4096,2048,75776,1828,572.481869,TOPS,1.328880,1763538842029,4.181000,35,357.00,436.00,430.80
5,4096,2048,77824,1719,571.987736,TOPS,1.344208,1763538842290,4.049000,33,371.00,429.00,425.52
0,4096,2048,79872,1610,573.195968,TOPS,1.374570,1763538842848,3.879000,32,341.00,422.00,417.00
7,4096,2048,81920,1500,573.318497,TOPS,1.395478,1763538843059,3.700000,31,342.00,416.00,410.84
7,4096,2048,83968,1485,573.094877,TOPS,1.392866,1763538883858,3.764000,31,361.00,416.00,411.45
4,4096,2048,86016,1470,574.201622,TOPS,1.326682,1763538884341,3.796000,31,368.00,438.00,432.81
2,4096,2048,88064,1455,574.470280,TOPS,1.380739,1763538885252,3.848000,32,359.00,420.00,416.06
6,4096,2048,90112,1440,572.872691,TOPS,1.395956,1763538885689,3.904000,32,366.00,415.00,410.38
2,4096,2048,92160,1425,575.480339,TOPS,1.376747,1763538928161,3.931000,32,374.00,421.00,418.00
7,4096,2048,94208,1410,575.475495,TOPS,1.393099,1763538929148,3.975000,33,342.00,418.00,413.09
5,4096,2048,96256,1395,576.087997,TOPS,1.344617,1763538929320,4.013000,34,355.00,433.00,428.44
6,4096,2048,98304,1380,575.093437,TOPS,1.400958,1763538929028,4.068000,34,352.00,415.00,410.50
0,4096,2048,100352,1365,576.063924,TOPS,1.371091,1763538974663,4.097000,34,360.00,424.00,420.15
2,4096,2048,102400,1350,576.227817,TOPS,1.381476,1763538974524,4.131000,35,347.00,422.00,417.11
5,4096,2048,104448,1335,576.511128,TOPS,1.343660,1763538974896,4.162000,35,349.00,434.00,429.06
6,4096,2048,106496,1320,576.624796,TOPS,1.397539,1763538975030,4.194000,35,357.00,416.00,412.60
5,4096,2048,108544,1305,576.757107,TOPS,1.339333,1763539021801,4.223000,35,373.00,434.00,430.63
6,4096,2048,110592,1290,577.106613,TOPS,1.394549,1763539021605,4.251000,35,371.00,417.00,413.83
7,4096,2048,112640,1275,576.881981,TOPS,1.385969,1763539022360,4.280000,35,368.00,420.00,416.23
1,4096,2048,114688,1260,578.011046,TOPS,1.340408,1763539023487,4.291000,36,376.00,435.00,431.22
2,4096,2048,116736,1245,577.476020,TOPS,1.376122,1763539071331,4.325000,36,363.00,423.00,419.64
0,4096,2048,118784,1230,577.700422,TOPS,1.367467,1763539072164,4.348000,37,344.00,427.00,422.46
6,4096,2048,120832,1215,577.264032,TOPS,1.392474,1763539073080,4.358000,36,356.00,418.00,414.56
5,4096,2048,122880,1200,577.844111,TOPS,1.334512,1763539073351,4.387000,36,388.00,436.00,433.00
4,4096,2048,124928,1185,578.380689,TOPS,1.316356,1763539123296,4.393000,37,367.00,444.00,439.38
5,4096,2048,126976,1170,578.262172,TOPS,1.334276,1763539123717,4.411000,36,379.00,437.00,433.39
2,4096,2048,129024,1155,577.663016,TOPS,1.375551,1763539124382,4.429000,37,345.00,425.00,419.95
0,4096,2048,131072,1140,578.971556,TOPS,1.357208,1763539125117,4.427000,37,368.00,431.00,426.59
3,4096,3072,4096,13400,412.276166,TOPS,1.284469,1763539151480,4.033000,34,271.00,325.00,320.97
1,4096,3072,6144,10534,451.856493,TOPS,1.295051,1763539152295,4.137000,34,316.00,353.00,348.91
5,4096,3072,8192,7810,486.462516,TOPS,1.313698,1763539152637,3.677000,30,324.00,374.00,370.30
0,4096,3072,10240,7046,499.774886,TOPS,1.358305,1763539152657,4.034000,34,303.00,374.00,367.94
6,4096,3072,12288,6282,514.698255,TOPS,1.389199,1763539180102,4.051000,34,311.00,375.00,370.50
0,4096,3072,14336,5519,523.588956,TOPS,1.363122,1763539180882,4.126000,35,321.00,389.00,384.11
7,4096,3072,16384,4755,531.202547,TOPS,1.385035,1763539181230,3.937000,32,346.00,387.00,383.53
3,4096,3072,18432,4391,538.606652,TOPS,1.351212,1763539181967,4.005000,33,340.00,403.00,398.61
4,4096,3072,20480,4228,543.683313,TOPS,1.329201,1763539211665,4.216000,35,337.00,415.00,409.03
7,4096,3072,22528,4064,544.261414,TOPS,1.397225,1763539212351,4.474000,38,318.00,397.00,389.53
5,4096,3072,24576,3900,547.094622,TOPS,1.339867,1763539212782,4.644000,38,363.00,411.00,408.32
6,4096,3072,26624,3737,551.512868,TOPS,1.394328,1763539212865,4.751000,39,352.00,398.00,395.54
4,4096,3072,28672,3573,554.534611,TOPS,1.327018,1763539245386,4.835000,41,341.00,422.00,417.88
6,4096,3072,30720,3410,556.094398,TOPS,1.397994,1763539245530,4.933000,41,328.00,402.00,397.78
3,4096,3072,32768,3246,558.648936,TOPS,1.350339,1763539245315,4.957000,42,340.00,418.00,413.71
7,4096,3072,34816,3082,560.110490,TOPS,1.388302,1763539246737,4.997000,42,353.00,407.00,403.45
1,4096,3072,36864,2919,560.100657,TOPS,1.337809,1763539281188,5.004000,42,371.00,421.00,418.67
2,4096,3072,38912,2755,561.252398,TOPS,1.382803,1763539281823,4.973000,42,331.00,410.00,405.88
5,4096,3072,40960,2591,564.201824,TOPS,1.338842,1763539282093,4.886000,41,368.00,425.00,421.41
6,4096,3072,43008,2428,564.783623,TOPS,1.394286,1763539282472,4.802000,40,342.00,409.00,405.07
0,4096,3072,45056,2264,566.197577,TOPS,1.359809,1763539318534,4.673000,39,349.00,420.00,416.38
3,4096,3072,47104,2100,566.441019,TOPS,1.353858,1763539319112,4.533000,38,350.00,423.00,418.39
7,4096,3072,49152,1937,565.865193,TOPS,1.385430,1763539319696,4.357000,36,367.00,412.00,408.44
1,4096,3072,51200,1773,568.246988,TOPS,1.346844,1763539320303,4.142000,35,343.00,428.00,421.91
7,4096,3072,53248,1610,569.602829,TOPS,1.387887,1763539357297,3.894000,32,370.00,414.00,410.41
5,4096,3072,55296,1493,568.695635,TOPS,1.343830,1763539358141,3.756000,31,354.00,429.00,423.19
3,4096,3072,57344,1470,570.292990,TOPS,1.352110,1763539358311,3.824000,32,368.00,426.00,421.78
2,4096,3072,59392,1448,570.185876,TOPS,1.383845,1763539358651,3.902000,32,354.00,416.00,412.03
3,4096,3072,61440,1425,571.208855,TOPS,1.357661,1763539397734,3.965000,33,340.00,427.00,420.73
7,4096,3072,63488,1403,571.776007,TOPS,1.395290,1763539398037,4.024000,34,330.00,415.00,409.79
4,4096,3072,65536,1380,572.419618,TOPS,1.325843,1763539398602,4.082000,34,381.00,435.00,431.74
1,4096,3072,67584,1358,572.175278,TOPS,1.342315,1763539399411,4.141000,34,366.00,431.00,426.26
4,4096,3072,69632,1335,573.662320,TOPS,1.322137,1763539440292,4.177000,35,381.00,438.00,433.89
0,4096,3072,71680,1313,573.945206,TOPS,1.357582,1763539440487,4.232000,35,372.00,426.00,422.77
3,4096,3072,73728,1290,574.389717,TOPS,1.353352,1763539441453,4.270000,36,350.00,429.00,424.42
1,4096,3072,75776,1268,572.543048,TOPS,1.341730,1763539441857,4.327000,36,364.00,432.00,426.72
5,4096,3072,77824,1245,574.880639,TOPS,1.345883,1763539484932,4.345000,37,342.00,432.00,427.14
4,4096,3072,79872,1223,575.288483,TOPS,1.324115,1763539485224,4.374000,36,373.00,439.00,434.47
6,4096,3072,81920,1200,574.431939,TOPS,1.391246,1763539485876,4.399000,37,337.00,418.00,412.89
1,4096,3072,83968,1178,575.290157,TOPS,1.341503,1763539485283,4.432000,37,371.00,433.00,428.84
1,4096,3072,86016,1155,575.908156,TOPS,1.344982,1763539531034,4.447000,37,352.00,433.00,428.19
2,4096,3072,88064,1133,576.623425,TOPS,1.381431,1763539531616,4.454000,37,364.00,421.00,417.41
3,4096,3072,90112,1110,576.333575,TOPS,1.348432,1763539531562,4.474000,37,382.00,431.00,427.41
0,4096,3072,92160,1088,576.281714,TOPS,1.360502,1763539532400,4.483000,38,346.00,428.00,423.58
4,4096,3072,94208,1065,577.487425,TOPS,1.320242,1763539579308,4.471000,37,384.00,441.00,437.41
1,4096,3072,96256,1043,577.794797,TOPS,1.341431,1763539579726,4.471000,37,365.00,435.00,430.73
3,4096,3072,98304,1020,577.754019,TOPS,1.353497,1763539580456,4.465000,37,341.00,432.00,426.86
0,4096,3072,100352,998,577.271665,TOPS,1.353382,1763539580033,4.467000,37,375.00,430.00,426.54
